date_administered,vaccines
3/12/2022,15
3/13/2022,0
3/14/2022,33
3/15/2022,28
3/16/2022,42
3/17/2022,45
3/18/2022,76
3/19/2022,19
3/20/2022,0
3/21/2022,31
3/22/2022,27
3/23/2022,32
3/24/2022,40
3/25/2022,46
3/26/2022,15
3/27/2022,4
3/28/2022,42
3/29/2022,25
3/30/2022,23
3/31/2022,43
4/1/2022,46
4/2/2022,13
4/3/2022,2
4/4/2022,35
4/5/2022,36
4/6/2022,25
4/7/2022,38
4/8/2022,50
4/9/2022,6
4/10/2022,2
4/11/2022,21
4/12/2022,26
4/13/2022,34
4/14/2022,28
4/15/2022,45
4/16/2022,25
4/17/2022,0
4/18/2022,28
4/19/2022,26
4/20/2022,25
4/21/2022,29
4/22/2022,36
4/23/2022,9
4/24/2022,2
4/25/2022,36
4/26/2022,27
4/27/2022,30
4/28/2022,30
4/29/2022,34
4/30/2022,1
5/1/2022,5
5/2/2022,34
5/3/2022,13
5/4/2022,26
5/5/2022,26
5/6/2022,23
5/7/2022,11
5/8/2022,0
5/9/2022,25
5/10/2022,17
5/11/2022,29
5/12/2022,22
5/13/2022,40
5/14/2022,11
5/15/2022,0
5/16/2022,20
5/17/2022,27
5/18/2022,20
5/19/2022,30
5/20/2022,31
5/21/2022,8
5/22/2022,0
5/23/2022,25
5/24/2022,20
5/25/2022,42
5/26/2022,23
5/27/2022,29
5/28/2022,5
5/29/2022,2
5/30/2022,5
5/31/2022,28
6/1/2022,27
6/2/2022,26
6/3/2022,23
6/4/2022,7
6/5/2022,1
6/6/2022,29
6/7/2022,26
6/8/2022,21
6/9/2022,31
6/10/2022,33
6/11/2022,4
6/12/2022,1
6/13/2022,22
6/14/2022,11
6/15/2022,16
6/16/2022,35
6/17/2022,36
6/18/2022,7
6/19/2022,1
6/20/2022,8
6/21/2022,13
6/22/2022,16
6/23/2022,31
6/24/2022,66
6/25/2022,39
6/26/2022,0
6/27/2022,36
6/28/2022,26
6/29/2022,36
6/30/2022,24
7/1/2022,23
7/2/2022,3
7/3/2022,1
7/4/2022,7
7/5/2022,27
7/6/2022,24
7/7/2022,25
7/8/2022,44
7/9/2022,11
7/10/2022,4
7/11/2022,29
7/12/2022,35
7/13/2022,32
7/14/2022,32
7/15/2022,43
7/16/2022,13
7/17/2022,0
7/18/2022,38
7/19/2022,29
7/20/2022,24
7/21/2022,32
7/22/2022,72
7/23/2022,38
7/24/2022,1
7/25/2022,21
7/26/2022,20
7/27/2022,25
7/28/2022,37
7/29/2022,52
7/30/2022,14
7/31/2022,0
8/1/2022,29
8/2/2022,35
8/3/2022,31
8/4/2022,30
8/5/2022,60
8/6/2022,20
8/7/2022,0
8/8/2022,26
8/9/2022,40
8/10/2022,38
8/11/2022,42
8/12/2022,58
8/13/2022,13
8/14/2022,0
8/15/2022,28
8/16/2022,29
8/17/2022,41
8/18/2022,38
8/19/2022,60
8/20/2022,26
8/21/2022,0
8/22/2022,41
8/23/2022,42
8/24/2022,34
8/25/2022,25
8/26/2022,51
8/27/2022,15
8/28/2022,0
8/29/2022,30
8/30/2022,24
8/31/2022,22
9/1/2022,36
9/2/2022,42
9/3/2022,14
9/4/2022,1
9/5/2022,5
9/6/2022,29
9/7/2022,38
9/8/2022,21
9/9/2022,35
9/10/2022,6
9/11/2022,0
9/12/2022,23
9/13/2022,14
9/14/2022,31
9/15/2022,17
9/16/2022,33
9/17/2022,3
9/18/2022,1
9/19/2022,20
9/20/2022,18
9/21/2022,13
9/22/2022,25
9/23/2022,20
9/24/2022,9
9/25/2022,0
9/26/2022,19
9/27/2022,16
9/28/2022,18
9/29/2022,25
9/30/2022,33
10/1/2022,11
10/2/2022,0
10/3/2022,31
10/4/2022,30
10/5/2022,23
10/6/2022,15
10/7/2022,24
10/8/2022,3
10/9/2022,0
10/10/2022,7
10/11/2022,11
10/12/2022,26
10/13/2022,17
10/14/2022,33
10/15/2022,7
10/16/2022,0
10/17/2022,13
10/18/2022,11
10/19/2022,13
10/20/2022,9
10/21/2022,30
10/22/2022,3
10/23/2022,1
10/24/2022,27
10/25/2022,26
10/26/2022,19
10/27/2022,28
10/28/2022,25
10/29/2022,4
10/30/2022,1
10/31/2022,17
11/1/2022,14
11/2/2022,23
11/3/2022,30
11/4/2022,21
11/5/2022,3
11/6/2022,1
11/7/2022,28
11/8/2022,20
11/9/2022,18
11/10/2022,19
11/11/2022,4
11/12/2022,4
11/13/2022,1
11/14/2022,17
11/15/2022,28
11/16/2022,18
11/17/2022,29
11/18/2022,26
11/19/2022,3
11/20/2022,0
11/21/2022,25
11/22/2022,23
11/23/2022,18
11/24/2022,0
11/25/2022,0
11/26/2022,7
11/27/2022,0
11/28/2022,20
11/29/2022,24
11/30/2022,26
12/1/2022,14
12/2/2022,21
12/3/2022,4
12/4/2022,0
12/5/2022,18
12/6/2022,13
12/7/2022,36
12/8/2022,23
12/9/2022,30
12/10/2022,0
12/11/2022,0
12/12/2022,20
12/13/2022,13
12/14/2022,33
12/15/2022,31
12/16/2022,18
12/17/2022,2
12/18/2022,1
12/19/2022,35
12/20/2022,16
12/21/2022,22
12/22/2022,16
12/23/2022,21
12/24/2022,0
12/25/2022,0
12/26/2022,0
12/27/2022,18
12/28/2022,16
12/29/2022,19
12/30/2022,14
12/31/2022,0
1/1/2023,0
1/2/2023,0
1/3/2023,23
1/4/2023,12
1/5/2023,17
1/6/2023,24
1/7/2023,7
1/8/2023,0
1/9/2023,19
1/10/2023,13
1/11/2023,25
1/12/2023,19
1/13/2023,14
1/14/2023,1
1/15/2023,0
1/16/2023,2
1/17/2023,17
1/18/2023,26
1/19/2023,23
1/20/2023,29
1/21/2023,1
1/22/2023,0
1/23/2023,15
1/24/2023,16
1/25/2023,18
1/26/2023,25
1/27/2023,25
1/28/2023,0
1/29/2023,0
1/30/2023,13
1/31/2023,18
2/1/2023,15
2/2/2023,12
2/3/2023,16
2/4/2023,0
2/5/2023,0
2/6/2023,14
2/7/2023,14
2/8/2023,14
2/9/2023,20
2/10/2023,20
2/11/2023,0
2/12/2023,0
2/13/2023,23
2/14/2023,18
2/15/2023,15
2/16/2023,14
2/17/2023,21
2/18/2023,0
2/19/2023,0
2/20/2023,1
2/21/2023,14
2/22/2023,13
2/23/2023,16
2/24/2023,19
2/25/2023,1
2/26/2023,0
2/27/2023,13
2/28/2023,7
3/1/2023,22
3/2/2023,18
3/3/2023,14
3/4/2023,0
3/5/2023,0
3/6/2023,15
3/7/2023,13
3/8/2023,13
3/9/2023,11
3/10/2023,12
3/11/2023,1
3/12/2023,0
3/13/2023,13
3/14/2023,17
3/15/2023,13
3/16/2023,10
3/17/2023,13
3/18/2023,0
3/19/2023,0
3/20/2023,10
3/21/2023,11
3/22/2023,7
3/23/2023,13
3/24/2023,9
3/25/2023,0
3/26/2023,0
3/27/2023,11
3/28/2023,5
3/29/2023,18
3/30/2023,12
3/31/2023,10
4/1/2023,1
4/2/2023,0
4/3/2023,10
4/4/2023,5
4/5/2023,15
4/6/2023,7
4/7/2023,3
4/8/2023,0
4/9/2023,0
4/10/2023,12
4/11/2023,5
4/12/2023,5
4/13/2023,20
4/14/2023,19
4/15/2023,0
4/16/2023,0
4/17/2023,12
4/18/2023,4
4/19/2023,1
4/20/2023,1
4/21/2023,2
4/22/2023,0
4/23/2023,0
4/24/2023,1
4/25/2023,0
4/26/2023,0
4/27/2023,0
4/28/2023,0
4/29/2023,0
4/30/2023,0
5/1/2023,0
5/2/2023,0
5/3/2023,0
5/4/2023,2
5/5/2023,0
5/6/2023,0
5/7/2023,0
5/8/2023,1
5/9/2023,0
5/10/2023,0
5/11/2023,0
5/12/2023,1
5/13/2023,0
5/14/2023,0
5/15/2023,1
5/16/2023,0
5/17/2023,0
5/18/2023,0
5/19/2023,0
5/20/2023,0
5/21/2023,0
5/22/2023,1
5/23/2023,3
5/24/2023,0
5/25/2023,1
5/26/2023,2
5/27/2023,0
5/28/2023,0
5/29/2023,0
5/30/2023,1
5/31/2023,1
6/1/2023,0
6/2/2023,1
6/3/2023,0
6/4/2023,1
6/5/2023,0
6/6/2023,0
6/7/2023,0
6/8/2023,0
6/9/2023,0
6/10/2023,0
6/11/2023,0
6/12/2023,0
6/13/2023,1
6/14/2023,0
6/15/2023,0
6/16/2023,0
6/17/2023,0
6/18/2023,0
6/19/2023,0
6/20/2023,1
6/21/2023,0
6/22/2023,0
6/23/2023,0
6/24/2023,0
6/25/2023,0
6/26/2023,0
6/27/2023,0
6/28/2023,0
6/29/2023,0
6/30/2023,0
7/1/2023,0
7/2/2023,0
7/3/2023,0
7/4/2023,0
7/5/2023,0
7/6/2023,0
7/7/2023,0
7/8/2023,0
7/9/2023,0
7/10/2023,0
7/11/2023,0
7/12/2023,0
7/13/2023,0
7/14/2023,0
7/15/2023,0
7/16/2023,0
7/17/2023,0
7/18/2023,0
7/19/2023,0
7/20/2023,0
7/21/2023,0
7/22/2023,0
7/23/2023,0
7/24/2023,0
7/25/2023,0
7/26/2023,1
7/27/2023,0
7/28/2023,0
7/29/2023,0
7/30/2023,0
7/31/2023,0
8/1/2023,0
8/2/2023,0
8/3/2023,0
8/4/2023,0
8/5/2023,0
8/6/2023,0
8/7/2023,0
8/8/2023,0
8/9/2023,0
8/10/2023,0
8/11/2023,0
8/12/2023,0
8/13/2023,0
8/14/2023,0
8/15/2023,0
8/16/2023,0
8/17/2023,0
8/18/2023,0
8/19/2023,0
8/20/2023,0
8/21/2023,0
8/22/2023,0
8/23/2023,0
8/24/2023,0
8/25/2023,0
8/26/2023,0
8/27/2023,0
8/28/2023,0
8/29/2023,0
8/30/2023,0
8/31/2023,0
9/1/2023,0
9/2/2023,0
9/3/2023,0
9/4/2023,0
9/5/2023,0
9/6/2023,0
9/7/2023,0
9/8/2023,0
9/9/2023,0
9/10/2023,0
9/11/2023,0
9/12/2023,0
9/13/2023,0
9/14/2023,0
9/15/2023,0
9/16/2023,0
9/17/2023,0
9/18/2023,0
9/19/2023,0
9/20/2023,0
9/21/2023,0
9/22/2023,0
9/23/2023,0
9/24/2023,0
9/25/2023,1
9/26/2023,0
9/27/2023,0
9/28/2023,0
9/29/2023,0
9/30/2023,0
10/1/2023,0
10/2/2023,0
10/3/2023,0
10/4/2023,0
10/5/2023,0
10/6/2023,0
10/7/2023,0
10/8/2023,0
10/9/2023,0
10/10/2023,1
10/11/2023,0
10/12/2023,0
10/13/2023,0
10/14/2023,1
10/15/2023,0
10/16/2023,0
10/17/2023,0
10/18/2023,0
10/19/2023,0
10/20/2023,0
10/21/2023,0
10/22/2023,0
10/23/2023,0
10/24/2023,0
10/25/2023,0
10/26/2023,0
10/27/2023,0
10/28/2023,0
10/29/2023,0
10/30/2023,0
10/31/2023,0
